EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_GENDER	FR_SEXE	TOTAL
2022	Q1	Feb	2022	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	140
2015	Q1	Mar	2015	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	40
2016	Q1	Mar	2016	T1	mars	Ontario	Ontario	Female	Femmes	4860
2021	Q2	May	2021	T2	mai	Nova Scotia	Nouvelle-Écosse	Male	Hommes	150
2025	Q3	Aug	2025	T3	août	Saskatchewan	Saskatchewan	Female	Femmes	445
2024	Q3	Aug	2024	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	175
2018	Q3	Sep	2018	T3	sept.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	315
2015	Q4	Dec	2015	T4	déc.	Saskatchewan	Saskatchewan	Female	Femmes	490
2019	Q4	Nov	2019	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	195
2018	Q2	May	2018	T2	mai	Nova Scotia	Nouvelle-Écosse	Female	Femmes	245
2023	Q1	Mar	2023	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2025	Q3	Jul	2025	T3	juil.	Manitoba	Manitoba	Female	Femmes	915
2020	Q1	Jan	2020	T1	janv.	Ontario	Ontario	Male	Hommes	5565
2015	Q1	Mar	2015	T1	mars	Yukon	Yukon	Female	Femmes	10
2017	Q3	Jul	2017	T3	juil.	Alberta	Alberta	Male	Hommes	1535
2018	Q4	Oct	2018	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	95
2019	Q2	Apr	2019	T2	avr.	Quebec	Québec	Female	Femmes	1580
2022	Q2	May	2022	T2	mai	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2016	Q2	May	2016	T2	mai	Yukon	Yukon	Female	Femmes	5
2021	Q1	Jan	2021	T1	janv.	Alberta	Alberta	Male	Hommes	1320
2021	Q3	Sep	2021	T3	sept.	New Brunswick	Nouveau-Brunswick	Male	Hommes	315
2017	Q1	Jan	2017	T1	janv.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	165
2024	Q3	Aug	2024	T3	août	Quebec	Québec	Male	Hommes	2820
2019	Q2	Apr	2019	T2	avr.	New Brunswick	Nouveau-Brunswick	Female	Femmes	275
2025	Q4	Oct	2025	T4	oct.	Alberta	Alberta	Male	Hommes	2145
2020	Q3	Jul	2020	T3	juil.	Quebec	Québec	Female	Femmes	1335
2018	Q2	Jun	2018	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	1950
2023	Q1	Feb	2023	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	180
2024	Q4	Oct	2024	T4	oct.	British Columbia	Colombie-Britannique	Male	Hommes	1855
2023	Q2	Jun	2023	T2	juin	Yukon	Yukon	Female	Femmes	35
2020	Q3	Aug	2020	T3	août	Yukon	Yukon	Female	Femmes	--
2023	Q3	Sep	2023	T3	sept.	Ontario	Ontario	Another gender	Un autre genre	--
2025	Q2	May	2025	T2	mai	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2023	Q1	Jan	2023	T1	janv.	Ontario	Ontario	Another gender	Un autre genre	--
2021	Q4	Dec	2021	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2024	Q4	Oct	2024	T4	oct.	Saskatchewan	Saskatchewan	Male	Hommes	825
2019	Q4	Nov	2019	T4	nov.	Saskatchewan	Saskatchewan	Male	Hommes	545
2018	Q4	Oct	2018	T4	oct.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	295
2025	Q3	Sep	2025	T3	sept.	Ontario	Ontario	Female	Femmes	7520
2019	Q2	May	2019	T2	mai	New Brunswick	Nouveau-Brunswick	Female	Femmes	240
2024	Q3	Jul	2024	T3	juil.	Ontario	Ontario	Female	Femmes	9995
2017	Q4	Nov	2017	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	95
2015	Q3	Jul	2015	T3	juil.	Yukon	Yukon	Male	Hommes	15
2023	Q2	Jun	2023	T2	juin	New Brunswick	Nouveau-Brunswick	Female	Femmes	465
2019	Q3	Aug	2019	T3	août	Saskatchewan	Saskatchewan	Male	Hommes	860
2025	Q3	Aug	2025	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	390
2020	Q1	Mar	2020	T1	mars	British Columbia	Colombie-Britannique	Male	Hommes	1285
2023	Q1	Feb	2023	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	250
2022	Q1	Feb	2022	T1	fév.	Alberta	Alberta	Female	Femmes	2295
2020	Q3	Aug	2020	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	95
2015	Q4	Dec	2015	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	65
2021	Q2	Jun	2021	T2	juin	Yukon	Yukon	Male	Hommes	25
2024	Q2	May	2024	T2	mai	Yukon	Yukon	Female	Femmes	35
2017	Q4	Nov	2017	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2023	Q3	Sep	2023	T3	sept.	Nunavut	Nunavut	Male	Hommes	--
2017	Q3	Jul	2017	T3	juil.	Nunavut	Nunavut	Female	Femmes	--
2024	Q4	Oct	2024	T4	oct.	Nunavut	Nunavut	Female	Femmes	5
2016	Q4	Nov	2016	T4	nov.	Saskatchewan	Saskatchewan	Male	Hommes	465
2021	Q4	Dec	2021	T4	déc.	Ontario	Ontario	Female	Femmes	10340
2023	Q1	Mar	2023	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	145
2015	Q2	May	2015	T2	mai	Manitoba	Manitoba	Female	Femmes	620
2017	Q3	Aug	2017	T3	août	Saskatchewan	Saskatchewan	Male	Hommes	685
2022	Q2	Apr	2022	T2	avr.	Manitoba	Manitoba	Male	Hommes	765
2024	Q4	Dec	2024	T4	déc.	Quebec	Québec	Female	Femmes	1795
2025	Q2	Jun	2025	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	25
2020	Q4	Oct	2020	T4	oct.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	110
2024	Q4	Dec	2024	T4	déc.	New Brunswick	Nouveau-Brunswick	Female	Femmes	325
2024	Q3	Jul	2024	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	330
2016	Q3	Jul	2016	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	50
2023	Q3	Jul	2023	T3	juil.	Alberta	Alberta	Female	Femmes	2230
2020	Q1	Mar	2020	T1	mars	Quebec	Québec	Female	Femmes	1000
2023	Q3	Aug	2023	T3	août	Nova Scotia	Nouvelle-Écosse	Male	Hommes	555
2022	Q4	Nov	2022	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	360
2016	Q1	Jan	2016	T1	janv.	British Columbia	Colombie-Britannique	Female	Femmes	1960
2017	Q1	Jan	2017	T1	janv.	Quebec	Québec	Female	Femmes	1615
2025	Q2	Jun	2025	T2	juin	Nunavut	Nunavut	Female	Femmes	--
2025	Q3	Jul	2025	T3	juil.	Quebec	Québec	Male	Hommes	3650
2021	Q2	Jun	2021	T2	juin	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	Female	Femmes	2070
2018	Q2	Jun	2018	T2	juin	Nova Scotia	Nouvelle-Écosse	Female	Femmes	270
2021	Q3	Aug	2021	T3	août	Alberta	Alberta	Male	Hommes	1705
2017	Q4	Dec	2017	T4	déc.	Alberta	Alberta	Female	Femmes	1565
2019	Q4	Dec	2019	T4	déc.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2019	Q3	Jul	2019	T3	juil.	Nunavut	Nunavut	Female	Femmes	--
2020	Q1	Feb	2020	T1	fév.	Yukon	Yukon	Female	Femmes	20
2021	Q1	Feb	2021	T1	fév.	Alberta	Alberta	Male	Hommes	1040
2017	Q2	May	2017	T2	mai	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	5
2024	Q4	Oct	2024	T4	oct.	New Brunswick	Nouveau-Brunswick	Female	Femmes	495
2020	Q1	Mar	2020	T1	mars	Quebec	Québec	Male	Hommes	965
2016	Q1	Jan	2016	T1	janv.	British Columbia	Colombie-Britannique	Male	Hommes	1880
2024	Q3	Sep	2024	T3	sept.	Saskatchewan	Saskatchewan	Male	Hommes	805
2025	Q1	Jan	2025	T1	janv.	New Brunswick	Nouveau-Brunswick	Female	Femmes	575
2025	Q2	Jun	2025	T2	juin	Ontario	Ontario	Male	Hommes	7765
2022	Q2	May	2022	T2	mai	British Columbia	Colombie-Britannique	Male	Hommes	2520
2025	Q2	May	2025	T2	mai	Yukon	Yukon	Male	Hommes	20
2022	Q4	Oct	2022	T4	oct.	British Columbia	Colombie-Britannique	Female	Femmes	1695
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	Female	Femmes	3275
2019	Q4	Dec	2019	T4	déc.	Yukon	Yukon	Male	Hommes	20
2015	Q2	Jun	2015	T2	juin	Saskatchewan	Saskatchewan	Female	Femmes	625
2016	Q2	Apr	2016	T2	avr.	Yukon	Yukon	Male	Hommes	10
2023	Q1	Feb	2023	T1	fév.	Saskatchewan	Saskatchewan	Male	Hommes	1555
2015	Q2	Apr	2015	T2	avr.	Saskatchewan	Saskatchewan	Male	Hommes	560
2022	Q4	Oct	2022	T4	oct.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	395
2019	Q2	Jun	2019	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2024	Q2	Jun	2024	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	270
2017	Q4	Dec	2017	T4	déc.	Nunavut	Nunavut	Female	Femmes	--
2020	Q3	Aug	2020	T3	août	Nova Scotia	Nouvelle-Écosse	Male	Hommes	115
2022	Q3	Jul	2022	T3	juil.	Manitoba	Manitoba	Female	Femmes	1000
2021	Q1	Feb	2021	T1	fév.	British Columbia	Colombie-Britannique	Female	Femmes	1820
2017	Q2	May	2017	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	65
2025	Q2	Jun	2025	T2	juin	Yukon	Yukon	Male	Hommes	45
2025	Q1	Mar	2025	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	110
2019	Q3	Aug	2019	T3	août	Manitoba	Manitoba	Female	Femmes	1005
2016	Q2	Jun	2016	T2	juin	New Brunswick	Nouveau-Brunswick	Male	Hommes	250
2025	Q1	Mar	2025	T1	mars	New Brunswick	Nouveau-Brunswick	Female	Femmes	530
2020	Q2	Apr	2020	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	--
2018	Q4	Nov	2018	T4	nov.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2016	Q3	Sep	2016	T3	sept.	Manitoba	Manitoba	Female	Femmes	635
2024	Q4	Oct	2024	T4	oct.	British Columbia	Colombie-Britannique	Female	Femmes	2015
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Male	Hommes	4290
2025	Q2	Jun	2025	T2	juin	Manitoba	Manitoba	Female	Femmes	970
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Female	Femmes	1795
2015	Q2	Apr	2015	T2	avr.	Yukon	Yukon	Female	Femmes	10
2017	Q4	Oct	2017	T4	oct.	Yukon	Yukon	Male	Hommes	--
2020	Q2	Apr	2020	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	--
2023	Q3	Aug	2023	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	155
2025	Q2	Apr	2025	T2	avr.	Ontario	Ontario	Female	Femmes	6635
2021	Q1	Mar	2021	T1	mars	Nova Scotia	Nouvelle-Écosse	Female	Femmes	155
2017	Q1	Jan	2017	T1	janv.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	180
2023	Q1	Jan	2023	T1	janv.	Manitoba	Manitoba	Male	Hommes	1480
2021	Q1	Feb	2021	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	65
2025	Q2	Jun	2025	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	105
2017	Q2	Apr	2017	T2	avr.	Alberta	Alberta	Female	Femmes	2215
2023	Q1	Mar	2023	T1	mars	Saskatchewan	Saskatchewan	Female	Femmes	1130
2015	Q3	Jul	2015	T3	juil.	Alberta	Alberta	Female	Femmes	2245
2015	Q1	Feb	2015	T1	fév.	Manitoba	Manitoba	Male	Hommes	460
2020	Q3	Jul	2020	T3	juil.	Quebec	Québec	Male	Hommes	1185
2018	Q2	May	2018	T2	mai	Saskatchewan	Saskatchewan	Female	Femmes	730
2019	Q3	Aug	2019	T3	août	Yukon	Yukon	Female	Femmes	20
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Male	Hommes	5555
2021	Q3	Sep	2021	T3	sept.	Nunavut	Nunavut	Female	Femmes	5
2015	Q1	Mar	2015	T1	mars	Nunavut	Nunavut	Male	Hommes	--
2024	Q2	May	2024	T2	mai	Nunavut	Nunavut	Female	Femmes	--
2015	Q1	Jan	2015	T1	janv.	Ontario	Ontario	Another gender	Un autre genre	--
2016	Q1	Mar	2016	T1	mars	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2025	Q3	Sep	2025	T3	sept.	Manitoba	Manitoba	Another gender	Un autre genre	--
2022	Q2	Apr	2022	T2	avr.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2019	Q3	Jul	2019	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	90
2022	Q1	Jan	2022	T1	janv.	Alberta	Alberta	Male	Hommes	1660
2020	Q4	Dec	2020	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	15
2020	Q4	Oct	2020	T4	oct.	Saskatchewan	Saskatchewan	Female	Femmes	245
2017	Q3	Sep	2017	T3	sept.	New Brunswick	Nouveau-Brunswick	Female	Femmes	155
2022	Q1	Jan	2022	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	100
2018	Q4	Oct	2018	T4	oct.	British Columbia	Colombie-Britannique	Male	Hommes	1695
2023	Q2	May	2023	T2	mai	Saskatchewan	Saskatchewan	Male	Hommes	1345
2023	Q3	Aug	2023	T3	août	Saskatchewan	Saskatchewan	Male	Hommes	920
2018	Q1	Jan	2018	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	30
2017	Q3	Sep	2017	T3	sept.	Alberta	Alberta	Female	Femmes	1355
2020	Q4	Nov	2020	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	100
2019	Q3	Aug	2019	T3	août	Nunavut	Nunavut	Female	Femmes	--
2023	Q4	Oct	2023	T4	oct.	Ontario	Ontario	Female	Femmes	7550
2024	Q4	Dec	2024	T4	déc.	Nunavut	Nunavut	Female	Femmes	5
2016	Q3	Aug	2016	T3	août	New Brunswick	Nouveau-Brunswick	Female	Femmes	135
2024	Q4	Nov	2024	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2017	Q3	Aug	2017	T3	août	Saskatchewan	Saskatchewan	Female	Femmes	620
2017	Q1	Mar	2017	T1	mars	Manitoba	Manitoba	Male	Hommes	800
2023	Q3	Aug	2023	T3	août	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	20
2022	Q3	Sep	2022	T3	sept.	Alberta	Alberta	Male	Hommes	2445
2015	Q1	Jan	2015	T1	janv.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2019	Q1	Feb	2019	T1	fév.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	190
2020	Q3	Aug	2020	T3	août	Manitoba	Manitoba	Male	Hommes	220
2018	Q4	Oct	2018	T4	oct.	New Brunswick	Nouveau-Brunswick	Male	Hommes	180
2020	Q1	Jan	2020	T1	janv.	Manitoba	Manitoba	Female	Femmes	520
2017	Q1	Mar	2017	T1	mars	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2015	Q1	Feb	2015	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	--
2017	Q4	Oct	2017	T4	oct.	Manitoba	Manitoba	Another gender	Un autre genre	--
2020	Q4	Dec	2020	T4	déc.	Nunavut	Nunavut	Male	Hommes	--
2024	Q2	May	2024	T2	mai	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	Female	Femmes	1355
2020	Q1	Feb	2020	T1	fév.	New Brunswick	Nouveau-Brunswick	Female	Femmes	165
2024	Q2	May	2024	T2	mai	British Columbia	Colombie-Britannique	Male	Hommes	2995
2018	Q3	Aug	2018	T3	août	British Columbia	Colombie-Britannique	Female	Femmes	1640
2021	Q3	Sep	2021	T3	sept.	British Columbia	Colombie-Britannique	Male	Hommes	4220
2020	Q2	May	2020	T2	mai	Alberta	Alberta	Female	Femmes	745
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Female	Femmes	5420
2025	Q4	Nov	2025	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2017	Q1	Mar	2017	T1	mars	Quebec	Québec	Male	Hommes	2890
2021	Q2	May	2021	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	35
2021	Q1	Jan	2021	T1	janv.	British Columbia	Colombie-Britannique	Male	Hommes	1615
2023	Q1	Jan	2023	T1	janv.	British Columbia	Colombie-Britannique	Female	Femmes	4090
2023	Q4	Oct	2023	T4	oct.	New Brunswick	Nouveau-Brunswick	Female	Femmes	465
2022	Q4	Nov	2022	T4	nov.	Manitoba	Manitoba	Male	Hommes	675
2017	Q3	Jul	2017	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	5
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	Male	Hommes	590
2015	Q3	Aug	2015	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	65
2019	Q3	Sep	2019	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	110
2020	Q4	Dec	2020	T4	déc.	Yukon	Yukon	Female	Femmes	5
2021	Q2	May	2021	T2	mai	New Brunswick	Nouveau-Brunswick	Male	Hommes	85
2022	Q4	Nov	2022	T4	nov.	Alberta	Alberta	Female	Femmes	1710
2022	Q1	Feb	2022	T1	fév.	New Brunswick	Nouveau-Brunswick	Male	Hommes	300
2025	Q4	Nov	2025	T4	nov.	New Brunswick	Nouveau-Brunswick	Male	Hommes	250
2023	Q4	Nov	2023	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	525
2017	Q4	Oct	2017	T4	oct.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2025	Q1	Feb	2025	T1	fév.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	470
2020	Q3	Jul	2020	T3	juil.	Yukon	Yukon	Male	Hommes	5
2023	Q3	Sep	2023	T3	sept.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	335
2025	Q4	Nov	2025	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	295
2026	Q1	Jan	2026	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	20
2018	Q3	Jul	2018	T3	juil.	Ontario	Ontario	Female	Femmes	6175
2024	Q3	Aug	2024	T3	août	Nunavut	Nunavut	Male	Hommes	5
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	Female	Femmes	480
2017	Q1	Jan	2017	T1	janv.	Nunavut	Nunavut	Female	Femmes	--
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Female	Femmes	5865
2025	Q4	Dec	2025	T4	déc.	British Columbia	Colombie-Britannique	Female	Femmes	1680
2020	Q4	Oct	2020	T4	oct.	Saskatchewan	Saskatchewan	Male	Hommes	275
2019	Q2	Jun	2019	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	2365
2019	Q4	Oct	2019	T4	oct.	New Brunswick	Nouveau-Brunswick	Female	Femmes	270
2016	Q4	Nov	2016	T4	nov.	Ontario	Ontario	Another gender	Un autre genre	--
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Female	Femmes	2175
2025	Q4	Dec	2025	T4	déc.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	255
2018	Q1	Feb	2018	T1	fév.	Alberta	Alberta	Male	Hommes	1675
2024	Q3	Aug	2024	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	245
2025	Q1	Feb	2025	T1	fév.	New Brunswick	Nouveau-Brunswick	Male	Hommes	520
2021	Q3	Jul	2021	T3	juil.	Alberta	Alberta	Male	Hommes	1890
2025	Q2	May	2025	T2	mai	New Brunswick	Nouveau-Brunswick	Male	Hommes	415
2016	Q2	May	2016	T2	mai	Nova Scotia	Nouvelle-Écosse	Male	Hommes	275
2022	Q2	Apr	2022	T2	avr.	Yukon	Yukon	Male	Hommes	30
2021	Q1	Feb	2021	T1	fév.	Quebec	Québec	Another gender	Un autre genre	--
2025	Q3	Jul	2025	T3	juil.	Ontario	Ontario	Another gender	Un autre genre	--
2024	Q4	Dec	2024	T4	déc.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2023	Q1	Mar	2023	T1	mars	Yukon	Yukon	Male	Hommes	40
2016	Q1	Jan	2016	T1	janv.	Quebec	Québec	Female	Femmes	2155
2025	Q1	Feb	2025	T1	fév.	Saskatchewan	Saskatchewan	Female	Femmes	690
2020	Q4	Dec	2020	T4	déc.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	115
2017	Q2	Apr	2017	T2	avr.	Ontario	Ontario	Female	Femmes	4525
2019	Q4	Oct	2019	T4	oct.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	395
2022	Q1	Mar	2022	T1	mars	Alberta	Alberta	Female	Femmes	2485
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	65
2024	Q3	Sep	2024	T3	sept.	Quebec	Québec	Male	Hommes	2110
2026	Q1	Jan	2026	T1	janv.	Quebec	Québec	Male	Hommes	1300
2025	Q4	Oct	2025	T4	oct.	British Columbia	Colombie-Britannique	Female	Femmes	2195
2015	Q4	Nov	2015	T4	nov.	Manitoba	Manitoba	Male	Hommes	565
2024	Q2	Apr	2024	T2	avr.	British Columbia	Colombie-Britannique	Female	Femmes	2780
2023	Q1	Jan	2023	T1	janv.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	940
2017	Q1	Jan	2017	T1	janv.	Manitoba	Manitoba	Male	Hommes	570
2019	Q2	Apr	2019	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	120
2017	Q3	Jul	2017	T3	juil.	Yukon	Yukon	Male	Hommes	10
2023	Q1	Jan	2023	T1	janv.	Quebec	Québec	Another gender	Un autre genre	--
2018	Q2	Jun	2018	T2	juin	New Brunswick	Nouveau-Brunswick	Male	Hommes	185
2018	Q3	Jul	2018	T3	juil.	Manitoba	Manitoba	Female	Femmes	630
2022	Q3	Jul	2022	T3	juil.	Saskatchewan	Saskatchewan	Male	Hommes	1345
2016	Q1	Mar	2016	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	70
2016	Q3	Sep	2016	T3	sept.	Ontario	Ontario	Male	Hommes	3895
2015	Q1	Feb	2015	T1	fév.	New Brunswick	Nouveau-Brunswick	Male	Hommes	110
2025	Q2	Jun	2025	T2	juin	Alberta	Alberta	Male	Hommes	2320
2020	Q4	Oct	2020	T4	oct.	Ontario	Ontario	Female	Femmes	3380
2020	Q1	Mar	2020	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	55
2015	Q3	Jul	2015	T3	juil.	Ontario	Ontario	Male	Hommes	5215
2021	Q2	Jun	2021	T2	juin	New Brunswick	Nouveau-Brunswick	Male	Hommes	200
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	Male	Hommes	3275
2017	Q3	Aug	2017	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	45
2025	Q1	Feb	2025	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	115
2023	Q1	Feb	2023	T1	fév.	Manitoba	Manitoba	Female	Femmes	1655
2023	Q4	Dec	2023	T4	déc.	Alberta	Alberta	Female	Femmes	2775
2020	Q3	Jul	2020	T3	juil.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	130
2024	Q2	Jun	2024	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	290
2021	Q4	Dec	2021	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2015	Q3	Jul	2015	T3	juil.	Saskatchewan	Saskatchewan	Male	Hommes	695
2016	Q4	Oct	2016	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	15
2016	Q1	Jan	2016	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	--
2024	Q2	May	2024	T2	mai	Ontario	Ontario	Another gender	Un autre genre	--
2023	Q2	Jun	2023	T2	juin	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2022	Q3	Jul	2022	T3	juil.	Nunavut	Nunavut	Female	Femmes	--
2025	Q2	Jun	2025	T2	juin	Saskatchewan	Saskatchewan	Male	Hommes	655
2015	Q1	Jan	2015	T1	janv.	New Brunswick	Nouveau-Brunswick	Male	Hommes	60
2025	Q2	Apr	2025	T2	avr.	Nunavut	Nunavut	Male	Hommes	--
2015	Q3	Aug	2015	T3	août	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	10
2026	Q1	Jan	2026	T1	janv.	Manitoba	Manitoba	Male	Hommes	655
2024	Q1	Jan	2024	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	280
2015	Q4	Nov	2015	T4	nov.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2018	Q3	Jul	2018	T3	juil.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	285
2022	Q4	Nov	2022	T4	nov.	Nunavut	Nunavut	Male	Hommes	--
2020	Q1	Jan	2020	T1	janv.	Quebec	Québec	Another gender	Un autre genre	--
2016	Q4	Dec	2016	T4	déc.	Alberta	Alberta	Female	Femmes	1630
2015	Q4	Dec	2015	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	5
2025	Q4	Oct	2025	T4	oct.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	345
2024	Q4	Nov	2024	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	425
2018	Q2	Apr	2018	T2	avr.	Yukon	Yukon	Male	Hommes	25
2024	Q4	Oct	2024	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	100
2018	Q2	Jun	2018	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	70
2019	Q3	Sep	2019	T3	sept.	Yukon	Yukon	Male	Hommes	15
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Male	Hommes	8285
2025	Q2	May	2025	T2	mai	Yukon	Yukon	Female	Femmes	35
2024	Q1	Mar	2024	T1	mars	Yukon	Yukon	Male	Hommes	35
2021	Q1	Feb	2021	T1	fév.	Ontario	Ontario	Another gender	Un autre genre	--
